PolicyID,CustomerID,ProductLine,Region,Channel,PolicyStartDate,PolicyEndDate,Exposure,Premium,ClaimCount,ClaimAmount,Age,VehicleAge
POL-100241,CUST-52097,Commercial,Central,Broker,2023-03-03,2024-02-09,0.47,714.01,0,0.0,22.0,14
POL-100242,CUST-51268,Motor,East,Online,2022-03-11,2023-02-23,0.479,313.06,0,0.0,47.0,15
POL-100243,CUST-50549,Liability,South,Direct,2023-04-20,2024-04-12,0.446,,0,0.0,30.0,15
POL-100244,CUST-50953,Commercial,East,Online,2023-04-04,2023-12-05,0.596,1114.12,0,0.0,36.0,8
POL-100245,CUST-51340,Liability,Central,Broker,2022-03-03,2022-10-11,0.74,688.18,0,0.0,23.0,15
POL-100246,CUST-50123,Commercial,South,Broker,2023-07-07,2024-04-20,0.632,840.12,0,0.0,20.0,6
POL-100247,CUST-51684,Motor,West,Broker,2022-10-31,2023-10-19,0.401,298.78,0,0.0,25.0,11
POL-100248,CUST-50108,Home,Central,Broker,2023-07-29,2024-07-10,0.327,166.53,0,0.0,39.0,6
POL-100249,CUST-51942,Motor,West,Agent,2022-01-31,2022-11-13,0.866,1003.64,1,2973.16,27.0,18
POL-100250,CUST-50183,Commercial,Central,Online,2022-05-12,2022-12-05,0.609,1087.32,0,0.0,31.0,14
POL-100251,CUST-52373,Motor,Central,Direct,2022-12-27,2023-09-11,0.297,253.3,0,0.0,35.0,11
POL-100252,CUST-50759,Commercial,North,Agent,2022-05-18,2023-03-26,0.444,500.31,0,0.0,34.0,9
POL-100253,CUST-51548,Motor,South,Broker,2022-08-29,2023-06-09,0.853,578.3,0,0.0,18.0,10
POL-100254,CUST-51157,Motor,North,Agent,2023-04-28,2023-12-28,0.814,828.1,0,0.0,24.0,15
POL-100255,CUST-52640,Motor,East,Broker,2022-04-16,2022-12-15,0.907,649.26,0,0.0,72.0,5
POL-100256,CUST-52383,Commercial,East,Broker,2023-05-10,2023-11-17,0.702,960.4,0,0.0,56.0,16
POL-100257,CUST-52865,Motor,North,Online,2022-03-17,2022-11-05,0.567,660.23,0,0.0,25.0,5
POL-100258,CUST-52146,Motor,East,Broker,2022-05-08,2023-03-08,0.57,536.26,0,0.0,34.0,2
POL-100259,CUST-52928,Motor,North,Broker,2023-03-05,2023-10-15,0.396,426.08,0,0.0,39.0,14
POL-100260,CUST-50675,Motor,East,Direct,2023-08-03,2024-08-01,0.738,484.73,0,0.0,69.0,14
POL-100261,CUST-50958,Liability,South,Online,2022-05-05,2022-11-16,0.689,628.81,0,0.0,68.0,6
POL-100262,CUST-52428,Home,Central,Online,2022-08-07,2023-05-23,0.366,301.11,0,0.0,61.0,12
POL-100263,CUST-50096,Motor,West,Broker,2023-11-07,2024-08-05,0.914,984.58,0,0.0,24.0,14
POL-100264,CUST-50536,Motor,West,Broker,2023-12-24,2024-11-22,0.526,539.39,0,0.0,45.0,15
POL-100265,CUST-52147,Motor,Central,Direct,2023-03-01,2024-02-09,0.287,271.07,0,0.0,45.0,19
POL-100266,CUST-51199,Motor,North,Online,2022-11-23,2023-08-31,0.496,374.49,0,0.0,54.0,17
POL-100267,CUST-50755,Motor,South,Online,2022-09-11,2023-07-05,0.902,850.91,0,0.0,66.0,8
POL-100268,CUST-50910,Motor,West,Broker,2023-03-24,2024-01-28,0.938,586.44,0,0.0,36.0,4
POL-100269,CUST-52303,Motor,West,Direct,2023-03-08,2023-12-09,0.618,442.1,0,0.0,49.0,1
POL-100270,CUST-51440,Motor,North,Agent,2022-08-04,2023-03-06,0.967,873.56,0,0.0,33.0,11
POL-100271,CUST-50015,Commercial,South,Agent,2022-01-17,2022-10-03,0.906,921.41,0,0.0,29.0,13
POL-100272,CUST-51549,Motor,South,Agent,2022-04-21,2022-12-01,0.869,637.13,0,0.0,35.0,13
POL-100273,CUST-52331,Home,North,Agent,2023-12-01,2024-08-23,0.895,447.57,0,0.0,59.0,0
POL-100274,CUST-50499,Home,West,Broker,2022-11-02,2023-08-23,0.536,313.0,0,0.0,42.0,14
POL-100275,CUST-50210,Commercial,North,Broker,2022-12-19,2023-07-25,0.817,1541.05,0,0.0,56.0,15
POL-100276,CUST-51883,Motor,Central,Direct,2022-12-07,2023-07-21,0.683,791.4,0,0.0,57.0,14
POL-100277,CUST-52638,Commercial,East,Direct,2023-07-26,2024-06-23,0.79,934.2,0,0.0,38.0,10
POL-100278,CUST-50212,Commercial,West,Agent,2022-02-17,2022-10-25,0.383,478.57,0,0.0,72.0,0
POL-100279,CUST-51953,Liability,East,Direct,2022-03-02,2022-10-04,0.799,1012.3,0,0.0,20.0,9
POL-100280,CUST-52336,Commercial,Central,Agent,2022-07-21,2023-05-29,0.968,1152.18,0,0.0,69.0,12
POL-100281,CUST-50485,Motor,South,Agent,2022-12-22,2023-10-31,0.477,494.21,0,0.0,18.0,11
POL-100282,CUST-50781,Liability,East,Online,2023-05-05,2024-04-02,0.99,-737.19,0,0.0,39.0,11
POL-100283,CUST-51523,Commercial,North,Agent,2022-12-25,2023-11-11,0.534,893.4,0,0.0,65.0,10
POL-100284,CUST-51832,Motor,Central,Agent,2022-11-19,2023-11-18,0.4,301.24,0,0.0,57.0,11
POL-100285,CUST-51515,Motor,East,Direct,2023-11-16,2024-08-28,0.334,347.69,0,0.0,36.0,6
POL-100286,CUST-50551,Liability,North,Broker,2022-04-28,2022-12-17,0.839,874.48,1,5584.6,68.0,12
POL-100287,CUST-52637,Motor,Central,Broker,2023-02-22,2024-01-28,0.666,467.16,0,0.0,25.0,5
POL-100288,CUST-51262,Commercial,Central,Direct,2023-01-31,2023-09-17,0.48,683.17,0,0.0,56.0,9
POL-100289,CUST-51597,Motor,North,Direct,2022-12-12,2023-08-03,0.706,636.13,0,0.0,47.0,8
POL-100290,CUST-51607,Commercial,Central,Broker,2023-08-13,2024-07-12,0.499,1010.93,0,0.0,29.0,14
POL-100291,CUST-51651,Motor,West,Online,2022-07-14,2023-06-22,0.586,516.16,0,0.0,70.0,17
POL-100292,CUST-50869,Commercial,South,Agent,2023-11-28,2024-07-28,0.897,1048.15,0,0.0,61.0,12
POL-100293,CUST-50956,Home,West,Broker,2022-08-31,2023-07-12,0.751,506.9,0,0.0,18.0,2
POL-100294,CUST-50416,Liability,West,Agent,2023-02-02,2024-01-19,0.822,688.07,0,0.0,22.0,13
POL-100295,CUST-52185,Motor,East,Agent,2023-01-16,2023-12-10,0.688,769.42,0,0.0,21.0,6
POL-100296,CUST-50940,Motor,West,Online,2023-09-13,2024-03-11,0.994,1084.72,0,0.0,41.0,0
POL-100297,CUST-50150,Motor,North,Direct,2022-11-17,2023-09-16,0.431,289.44,0,0.0,41.0,3
POL-100298,CUST-50139,Motor,Central,Agent,2022-07-27,2023-02-23,0.447,422.45,0,-500.0,59.0,19
POL-100299,CUST-52903,Liability,Central,Broker,2022-01-16,2022-12-19,0.319,371.25,0,0.0,56.0,8
POL-100300,CUST-51283,Motor,South,Agent,2022-09-23,2023-04-03,0.666,496.0,0,0.0,18.0,4
POL-100301,CUST-51818,Motor,East,Direct,2023-08-27,2024-08-25,0.71,-687.06,0,-500.0,45.0,2
POL-100302,CUST-51602,Commercial,South,Broker,2022-01-08,2022-08-08,0.794,1178.8,0,0.0,62.0,13
POL-100303,CUST-52536,Motor,South,Online,2023-10-17,2024-07-01,0.502,442.68,0,0.0,69.0,15
POL-100304,CUST-52663,Motor,South,Agent,2023-02-01,2023-09-12,0.259,239.06,0,0.0,34.0,7
POL-100305,CUST-52343,Home,Central,Agent,2022-04-13,2023-03-10,0.724,493.36,0,0.0,20.0,2
POL-100306,CUST-52946,Motor,West,Online,2022-08-09,2023-04-19,0.999,1016.31,0,0.0,26.0,7
POL-100307,CUST-50654,Commercial,Central,Online,2023-02-09,2023-12-24,0.471,694.35,0,0.0,37.0,13
POL-100308,CUST-51348,Home,West,Agent,2022-08-19,2023-02-27,0.388,290.08,0,0.0,43.0,2
POL-100309,CUST-50867,Motor,West,Broker,2022-03-21,2022-12-10,0.461,407.58,0,0.0,38.0,5
POL-100310,CUST-52498,Home,North,Online,2023-05-02,2024-04-15,0.569,410.63,1,3483.76,23.0,0
POL-100311,CUST-50834,Commercial,Central,Direct,2023-05-06,2024-04-22,0.438,561.54,0,0.0,37.0,9
POL-100312,CUST-52382,Motor,West,Direct,2022-03-28,2022-11-01,0.51,467.83,0,0.0,34.0,3
POL-100313,CUST-50676,Commercial,North,Direct,2022-07-25,2023-04-04,0.729,1086.22,0,0.0,45.0,3
POL-100314,CUST-52078,Motor,North,Online,2022-06-28,2023-03-11,0.509,394.38,0,0.0,22.0,2
POL-100315,CUST-50047,Home,West,Broker,2023-04-27,2024-02-06,0.547,252.19,0,0.0,63.0,14
POL-100316,CUST-52366,Commercial,South,Agent,2023-06-18,2024-03-23,0.28,429.2,0,0.0,41.0,9
POL-100317,CUST-52480,Motor,South,Broker,2023-06-15,2023-12-31,0.938,563.55,0,,36.0,18
POL-100318,CUST-51689,Home,South,Direct,2023-11-17,2024-10-03,0.555,334.77,0,0.0,69.0,7
POL-100319,CUST-51613,Motor,Central,Broker,2023-07-16,2024-02-22,0.496,404.51,0,0.0,60.0,4
POL-100320,CUST-51377,Commercial,South,Agent,2022-08-23,2023-04-18,0.315,522.35,0,0.0,25.0,4
POL-100321,CUST-51773,Home,South,Direct,2022-03-20,2023-02-19,0.726,626.21,0,0.0,26.0,19
POL-100322,CUST-51696,Motor,South,Broker,2023-03-25,2024-01-27,0.898,992.75,0,0.0,18.0,11
POL-100323,CUST-51475,Motor,North,Online,2023-10-31,2024-07-10,0.281,330.22,0,0.0,49.0,6
POL-100324,CUST-51561,Liability,North,Broker,2023-12-13,2024-11-26,0.359,480.47,0,0.0,38.0,13
POL-100325,CUST-50373,Motor,East,Direct,2022-06-18,2023-02-26,0.36,230.07,0,0.0,39.0,11
POL-100326,CUST-51397,Motor,North,Broker,2022-06-22,2023-04-03,0.702,535.46,0,0.0,47.0,2
POL-100327,CUST-51308,Motor,West,Agent,2022-01-28,2022-09-10,0.941,726.18,0,0.0,48.0,14
POL-100328,CUST-52685,Home,East,Broker,2022-04-14,2022-11-14,0.578,268.67,0,0.0,18.0,2
POL-100329,CUST-50880,Motor,East,Agent,2023-02-10,2023-11-08,0.508,558.17,0,0.0,24.0,3
POL-100330,CUST-52904,Commercial,South,Direct,2023-02-04,2023-11-15,0.824,1585.18,0,0.0,62.0,14
POL-100331,CUST-52676,Home,West,Direct,2022-09-28,2023-08-23,0.807,562.12,0,0.0,72.0,8
POL-100332,CUST-52349,Motor,East,Agent,2022-08-15,2023-04-24,0.435,489.44,0,0.0,65.0,4
POL-100333,CUST-52103,Home,North,Broker,2023-08-29,2024-08-09,0.371,276.04,0,0.0,69.0,1
POL-100334,CUST-50950,Motor,East,Online,2022-12-02,2023-09-20,0.518,443.99,0,0.0,44.0,11
POL-100335,CUST-50487,Motor,North,Agent,2023-08-14,2024-02-23,0.832,569.23,0,0.0,65.0,13
POL-100336,CUST-52369,Home,East,Online,2023-12-05,2024-10-17,0.771,655.34,0,0.0,68.0,4
POL-100337,CUST-52105,Motor,East,Agent,2022-08-20,2023-06-02,0.749,754.17,1,5686.21,68.0,8
POL-100338,CUST-52494,Commercial,East,Agent,2022-05-28,2023-02-04,0.872,1198.56,0,0.0,26.0,6
POL-100339,CUST-51645,Home,South,Broker,2023-11-27,2024-08-19,0.458,224.33,0,0.0,26.0,17
POL-100340,CUST-52694,Motor,East,Agent,2023-04-09,2023-12-01,0.505,540.55,0,0.0,40.0,15
POL-100341,CUST-50245,Liability,West,Online,2022-08-01,2023-05-22,0.282,348.6,0,0.0,46.0,5
POL-100342,CUST-50329,Home,Central,Direct,2023-03-30,2024-01-09,0.902,604.04,0,0.0,72.0,10
POL-100343,CUST-50208,Motor,Central,Direct,2023-01-11,2023-10-01,0.687,817.51,0,0.0,36.0,18
POL-100344,CUST-50964,Home,North,Direct,2023-10-24,2024-06-13,0.474,285.21,0,0.0,65.0,6
POL-100345,CUST-50442,Liability,West,Direct,2022-07-06,2023-03-17,0.302,402.34,0,0.0,68.0,2
POL-100346,CUST-50121,Motor,North,Direct,2023-12-25,2024-09-22,0.793,769.21,0,0.0,73.0,5
POL-100347,CUST-52431,Motor,East,Direct,2023-11-15,2024-08-08,0.812,838.94,0,0.0,28.0,12
POL-100348,CUST-50468,Home,West,Online,2022-05-12,2023-01-04,0.75,624.01,0,0.0,31.0,19
POL-100349,CUST-52489,Motor,East,Broker,2022-05-01,2023-02-13,0.403,439.08,1,5836.75,30.0,6
POL-100350,CUST-51927,Motor,Central,Broker,2023-01-25,2023-09-04,0.935,716.92,0,0.0,59.0,1
POL-100351,CUST-51824,Home,Central,Broker,2022-02-02,2022-11-02,0.815,660.46,0,0.0,57.0,3
POL-100352,CUST-50350,Commercial,Central,Broker,2022-08-07,2023-02-25,0.743,1161.16,0,0.0,41.0,8
POL-100353,CUST-50046,Commercial,West,Agent,2022-11-14,2023-08-08,0.738,782.65,0,0.0,23.0,1
POL-100354,CUST-50418,Motor,West,Broker,2023-12-09,2024-10-29,0.928,924.22,0,0.0,47.0,0
POL-100355,CUST-50951,Motor,Central,Broker,2023-12-26,2024-11-22,0.946,844.13,0,0.0,59.0,13
POL-100356,CUST-52869,Motor,South,Agent,2022-04-21,2023-02-24,0.697,637.26,0,0.0,45.0,16
POL-100357,CUST-51202,Motor,South,Online,2023-10-13,2024-08-26,0.563,472.84,0,0.0,33.0,4
POL-100358,CUST-50699,Home,South,Direct,2022-03-08,2022-09-16,0.523,241.53,0,0.0,51.0,10
POL-100359,CUST-50853,Motor,West,Agent,2023-07-01,2024-02-29,0.864,606.72,0,0.0,55.0,11
POL-100360,CUST-51004,Commercial,South,Online,2023-09-10,2024-07-07,0.733,1306.79,0,0.0,51.0,13
POL-100361,CUST-51743,Home,North,Online,2023-10-13,2024-09-05,0.308,164.98,0,0.0,67.0,19
POL-100362,CUST-52418,Home,West,Online,2022-06-13,2023-03-28,0.357,252.2,0,0.0,35.0,17
POL-100363,CUST-50186,Commercial,West,Agent,2023-10-15,2024-09-17,0.925,1447.61,0,0.0,52.0,6
POL-100364,CUST-52324,Home,East,Broker,2022-03-26,2022-11-11,0.913,483.97,0,0.0,66.0,19
POL-100365,CUST-50059,Commercial,Central,Broker,2023-01-14,2023-08-10,0.964,1252.99,1,6196.66,30.0,0
POL-100366,CUST-50965,Commercial,West,Direct,2022-12-09,2023-06-23,0.571,801.87,0,0.0,34.0,19
POL-100367,CUST-51763,Home,Central,Direct,2022-08-19,2023-06-03,0.838,683.81,0,0.0,20.0,2
POL-100368,CUST-50314,Motor,South,Direct,2022-01-17,2022-11-16,0.871,1006.07,0,0.0,39.0,2
POL-100369,CUST-50793,Motor,North,Direct,2023-07-18,2024-03-07,0.487,401.83,0,0.0,20.0,2
POL-100370,CUST-51915,Commercial,South,Online,2022-09-02,2023-07-24,0.359,381.2,0,0.0,60.0,2
POL-100371,CUST-52059,Motor,Central,Broker,2023-04-29,2024-03-11,0.998,950.63,0,0.0,23.0,9
POL-100372,CUST-50248,Liability,Central,Online,2022-10-27,2023-06-30,0.273,265.48,0,0.0,57.0,12
POL-100373,CUST-52332,Motor,North,Online,2022-09-30,2023-05-12,0.698,619.77,0,0.0,51.0,14
POL-100374,CUST-51224,Commercial,Central,Agent,2023-10-09,2024-08-22,0.738,1080.12,0,0.0,74.0,0
POL-100375,CUST-51833,Motor,East,Online,2022-03-10,2023-01-08,0.761,749.18,0,0.0,37.0,5
POL-100376,CUST-50637,Liability,Central,Agent,2023-06-22,2024-01-19,0.442,395.52,0,0.0,37.0,2
POL-100377,CUST-52969,Motor,West,Agent,2023-06-30,2024-02-12,0.791,890.76,0,0.0,31.0,2
POL-100378,CUST-52283,Motor,North,Online,2022-10-05,2023-07-02,0.412,348.41,0,0.0,48.0,14
POL-100379,CUST-51928,Commercial,East,Broker,2022-07-11,2023-04-12,0.872,1187.48,0,0.0,30.0,12
POL-100380,CUST-50557,Motor,North,Broker,2022-01-04,2022-08-02,0.414,473.68,0,0.0,24.0,4
POL-100381,CUST-52318,Motor,South,Online,2023-11-15,2024-11-05,0.773,624.66,0,0.0,72.0,6
POL-100382,CUST-51132,Commercial,West,Broker,2023-11-23,2024-08-01,0.838,921.23,0,0.0,56.0,18
POL-100383,CUST-51923,Commercial,West,Agent,2022-06-25,2023-03-02,0.392,459.69,0,0.0,24.0,11
POL-100384,CUST-51950,Motor,West,Agent,2022-01-24,2022-08-03,0.428,436.56,1,3986.61,53.0,4
POL-100385,CUST-52416,Home,West,Broker,2022-03-31,2023-03-08,0.834,565.49,0,0.0,35.0,18
POL-100386,CUST-52508,Motor,North,Agent,2022-02-19,2022-09-30,0.314,286.71,0,0.0,28.0,3
POL-100387,CUST-51171,Motor,East,Agent,2023-08-30,2024-08-27,0.393,253.01,1,6232.8,44.0,5
POL-100388,CUST-50243,Home,East,Online,2023-10-14,2024-07-12,0.592,299.08,0,0.0,62.0,13
POL-100389,CUST-51303,Motor,East,Agent,2022-04-22,2023-03-30,0.948,787.55,0,0.0,18.0,10
POL-100390,CUST-51200,Home,South,Broker,2023-06-30,2024-01-29,0.671,421.68,0,0.0,38.0,1
POL-100391,CUST-51005,Motor,West,Agent,2022-05-11,2022-12-07,0.541,443.11,0,0.0,70.0,16
POL-100392,CUST-51465,Commercial,West,Broker,2022-09-26,2023-08-21,0.984,1500.88,0,0.0,40.0,4
POL-100393,CUST-51729,Home,East,Direct,2023-03-14,2024-02-09,0.598,449.91,0,0.0,23.0,13
POL-100394,CUST-51870,Motor,North,Broker,2023-06-10,2024-03-17,0.575,559.62,0,0.0,42.0,6
POL-100395,CUST-51123,Liability,North,Agent,2023-10-01,2024-04-03,0.559,617.89,0,0.0,56.0,15
POL-100396,CUST-51849,Commercial,South,Agent,2022-02-02,2023-01-23,0.484,765.27,0,0.0,74.0,17
POL-100397,CUST-52963,Motor,East,Agent,2022-05-24,2023-02-01,0.494,352.99,0,0.0,53.0,15
POL-100398,CUST-51952,Liability,Central,Agent,2022-07-24,2023-07-13,0.766,843.2,0,0.0,20.0,18
POL-100399,CUST-51809,Motor,West,Broker,2022-08-15,2023-07-22,0.281,193.69,0,0.0,64.0,10
POL-100400,CUST-50856,Motor,East,Agent,2023-12-30,2024-12-02,0.761,775.6,0,0.0,62.0,1
POL-100401,CUST-51007,Motor,South,Agent,2023-07-22,2024-05-25,0.401,346.51,0,0.0,55.0,10
POL-100402,CUST-50154,Motor,North,Agent,2022-08-22,2023-06-23,0.538,506.24,0,0.0,69.0,9
POL-100403,CUST-51524,Home,North,Online,2023-12-11,2024-09-15,0.36,291.04,0,0.0,61.0,14
POL-100404,CUST-50223,Home,North,Broker,2022-12-31,2023-07-03,0.665,396.29,0,0.0,31.0,4
POL-100405,CUST-52341,Commercial,Central,Broker,2023-01-01,2023-09-10,0.797,889.66,0,0.0,42.0,13
POL-100406,CUST-52871,Motor,North,Broker,2022-11-13,2023-09-24,0.516,580.7,0,0.0,46.0,8
POL-100407,CUST-52418,Motor,Central,Broker,2022-04-16,2023-03-13,0.373,302.94,0,0.0,45.0,13
POL-100408,CUST-50469,Motor,East,Agent,2023-11-14,2024-08-24,0.42,351.49,1,2593.59,54.0,8
POL-100409,CUST-51911,Motor,West,Broker,2022-01-11,2022-11-18,0.864,666.26,0,0.0,57.0,7
POL-100410,CUST-51291,Liability,Central,Broker,2022-05-08,2022-11-08,0.451,439.38,0,0.0,23.0,4
POL-100411,CUST-50006,Commercial,West,Broker,2022-06-17,2023-03-11,0.831,1282.89,0,0.0,50.0,16
POL-100412,CUST-52149,Commercial,North,Agent,2022-07-23,2023-04-23,0.498,931.74,0,0.0,20.0,1
POL-100413,CUST-52605,Commercial,Central,Online,2022-04-07,2023-03-19,0.392,684.42,0,0.0,47.0,4
POL-100414,CUST-51385,Motor,North,Direct,2022-01-14,2022-09-08,0.795,715.82,0,0.0,42.0,8
POL-100415,CUST-52729,Motor,East,Agent,2023-05-10,2023-12-18,0.601,630.74,0,0.0,29.0,3
POL-100416,CUST-50166,Motor,West,Online,2023-12-09,2024-08-10,0.273,300.15,0,0.0,74.0,18
POL-100417,CUST-52614,Commercial,South,Agent,2022-03-30,2022-10-27,0.97,1041.8,0,0.0,32.0,6
POL-100418,CUST-52043,Motor,West,Agent,2022-08-05,2023-05-15,0.361,342.0,1,2818.57,21.0,4
POL-100419,CUST-52013,Motor,West,Agent,2023-01-05,2023-10-31,0.515,319.68,0,,38.0,5
POL-100420,CUST-51509,Home,Central,Online,2023-11-09,2024-10-03,0.539,306.0,0,0.0,61.0,3
POL-100421,CUST-50081,Motor,Central,Agent,2023-05-22,2024-05-16,0.617,647.01,0,0.0,18.0,13
POL-100422,CUST-51356,Home,South,Direct,2023-07-14,2024-01-23,0.839,652.25,0,0.0,46.0,9
POL-100423,CUST-52852,Motor,West,Direct,2023-03-01,2023-10-12,0.255,285.82,0,0.0,41.0,4
POL-100424,CUST-51387,Home,Central,Broker,2022-11-01,2023-06-24,0.949,617.07,0,0.0,67.0,17
POL-100425,CUST-50203,Motor,North,Broker,2022-05-26,2023-01-07,0.734,473.48,0,0.0,18.0,13
POL-100426,CUST-51482,Commercial,West,Agent,2023-09-23,2024-08-21,0.963,1101.37,0,0.0,18.0,8
POL-100427,CUST-50448,Commercial,Central,Direct,2023-08-11,2024-03-03,0.863,1089.95,0,0.0,50.0,10
POL-100428,CUST-51264,Motor,North,Broker,2022-01-19,2022-07-23,0.946,772.36,0,0.0,28.0,13
POL-100429,CUST-51883,Commercial,West,Broker,2023-06-07,2024-05-12,0.701,1086.17,0,0.0,58.0,3
POL-100430,CUST-50200,Commercial,North,Agent,2022-03-03,2023-02-24,0.518,865.38,1,18978.72,33.0,16
POL-100431,CUST-51385,Home,East,Direct,2023-06-24,2024-02-01,0.582,293.63,0,0.0,50.0,5
POL-100432,CUST-51516,Liability,Central,Direct,2023-08-26,2024-04-23,0.744,606.83,0,0.0,20.0,0
POL-100433,CUST-52264,Commercial,Central,Broker,2022-04-06,2023-01-04,0.57,678.63,0,0.0,57.0,10
POL-100434,CUST-50203,Motor,West,Broker,2022-11-13,2023-08-17,0.799,834.31,0,0.0,47.0,17
POL-100435,CUST-51899,Motor,West,Agent,2022-04-01,2023-03-31,0.319,247.14,0,0.0,18.0,14
POL-100436,CUST-51865,Motor,South,Agent,2023-02-19,2023-11-01,0.872,605.34,0,0.0,33.0,6
POL-100437,CUST-50012,Home,Central,Agent,2023-11-09,2024-05-09,0.403,250.35,0,0.0,21.0,7
POL-100438,CUST-50358,Liability,West,Direct,2022-03-01,2022-11-14,0.958,819.85,0,0.0,20.0,11
POL-100439,CUST-51928,Home,Central,Agent,2022-10-18,2023-07-28,0.367,218.1,0,0.0,57.0,4
POL-100440,CUST-52580,Motor,West,Agent,2023-12-12,2024-09-13,0.347,376.6,0,0.0,42.0,16
POL-100441,CUST-52574,Liability,North,Agent,2022-08-08,2023-05-10,0.859,786.03,0,0.0,63.0,5
POL-100442,CUST-52306,Commercial,East,Agent,2022-04-07,2023-03-24,0.864,1030.3,0,0.0,32.0,4
POL-100443,CUST-52556,Motor,West,Broker,2022-12-23,2023-11-18,0.804,589.58,0,0.0,58.0,1
POL-100444,CUST-51819,Liability,West,Direct,2023-01-07,2023-08-21,0.97,688.28,0,0.0,53.0,13
POL-100445,CUST-50472,Motor,South,Broker,2023-04-29,2023-12-31,0.453,512.42,0,0.0,55.0,0
POL-100446,CUST-51594,Home,North,Broker,2022-08-18,2023-06-18,0.87,640.74,0,0.0,65.0,16
POL-100447,CUST-51042,Home,Central,Broker,2023-11-29,2024-08-11,0.514,326.44,0,0.0,58.0,19
POL-100448,CUST-50765,Liability,Central,Broker,2023-01-16,2023-10-02,0.653,699.2,0,0.0,60.0,2
POL-100449,CUST-50358,Motor,Central,Online,2022-07-29,2023-02-25,0.584,435.77,0,0.0,60.0,1
POL-100450,CUST-50059,Motor,West,Online,2023-12-03,2024-07-17,0.254,212.14,0,0.0,43.0,18
POL-100451,CUST-52254,Home,Central,Online,2023-11-07,2024-09-19,0.681,390.08,0,0.0,59.0,2
POL-100452,CUST-50510,Commercial,East,Online,2022-12-31,2023-12-02,0.811,1501.9,0,0.0,66.0,8
POL-100453,CUST-51882,Motor,West,Online,2022-01-19,2022-12-10,0.381,395.23,0,0.0,60.0,17
POL-100454,CUST-50907,Motor,East,Broker,2023-03-12,2023-11-04,0.949,724.95,0,0.0,52.0,2
POL-100455,CUST-51453,Liability,West,Broker,2023-02-10,2023-09-03,0.648,783.37,0,0.0,22.0,13
POL-100456,CUST-51192,Commercial,North,Direct,2022-04-19,2022-11-14,0.384,426.37,0,0.0,42.0,7
POL-100457,CUST-50899,Motor,South,Agent,2023-04-08,2023-12-17,0.734,525.2,0,0.0,21.0,8
POL-100458,CUST-51441,Motor,South,Broker,2023-09-06,2024-06-08,0.394,259.37,0,0.0,23.0,18
POL-100459,CUST-52361,Home,East,Online,2022-03-19,2023-02-28,0.298,160.14,0,0.0,38.0,12
POL-100460,CUST-51512,Home,Central,Broker,2023-06-13,2024-05-25,0.764,406.58,-1,0.0,44.0,6
POL-100461,CUST-52374,Home,North,Agent,2022-04-13,2022-10-10,0.333,274.67,0,0.0,48.0,18
POL-100462,CUST-52732,Commercial,West,Broker,2023-07-01,2024-05-07,0.33,444.61,0,0.0,69.0,11
POL-100463,CUST-51473,Motor,Central,Agent,2022-11-02,2023-06-25,0.805,649.12,0,0.0,61.0,1
POL-100464,CUST-52407,Commercial,West,Broker,2022-01-05,2022-08-09,0.291,324.83,0,0.0,42.0,7
POL-100465,CUST-50373,Motor,West,Broker,2023-12-07,2024-09-15,0.857,543.56,0,0.0,,4
POL-100466,CUST-51697,Commercial,North,Broker,2022-05-02,2022-11-04,0.847,1048.31,0,0.0,58.0,12
POL-100467,CUST-51396,Motor,West,Broker,2023-03-12,2023-11-09,0.356,240.32,0,0.0,33.0,17
POL-100468,CUST-50016,Motor,South,Agent,2022-05-13,2023-02-19,0.639,511.23,0,0.0,68.0,0
POL-100469,CUST-52688,Motor,South,Broker,2023-11-13,2024-06-30,0.322,227.23,1,4942.16,62.0,15
POL-100470,CUST-52224,Motor,Central,Agent,2023-06-23,2024-04-08,0.724,507.53,0,0.0,56.0,18
POL-100471,CUST-51752,Motor,West,Broker,2023-08-11,2024-05-02,0.297,291.14,0,0.0,32.0,19
POL-100472,CUST-52086,Home,Central,Direct,2022-11-12,2023-10-06,0.958,807.47,0,0.0,53.0,13
POL-100473,CUST-52262,Commercial,East,Agent,2022-12-08,2023-07-09,0.406,417.23,1,16170.1,64.0,6
POL-100474,CUST-52332,Home,South,Online,2023-04-09,2023-10-16,0.762,564.04,0,0.0,22.0,2
POL-100475,CUST-50884,Home,Central,Direct,2023-07-27,2024-04-30,0.346,249.15,0,0.0,28.0,18
POL-100476,CUST-51253,Motor,West,Agent,2023-09-11,2024-04-25,0.407,383.84,0,0.0,47.0,8
POL-100477,CUST-51029,Commercial,Central,Broker,2022-01-14,2022-11-21,0.588,1010.0,0,0.0,38.0,6
POL-100478,CUST-52733,Motor,North,Agent,2023-04-30,2023-11-13,0.68,610.42,0,0.0,58.0,14
POL-100479,CUST-50351,Motor,East,Agent,2022-03-21,2023-01-02,0.999,1145.37,0,0.0,40.0,14
POL-100480,CUST-52721,Motor,Central,Online,2022-07-30,2023-07-29,0.269,185.38,0,0.0,74.0,16
POL-100481,CUST-51028,Motor,Central,Direct,2023-08-29,2024-03-13,0.25,219.19,0,0.0,35.0,17
POL-100482,CUST-52335,Home,West,Direct,2022-07-02,2023-02-23,0.513,368.04,0,0.0,38.0,17
POL-100483,CUST-50508,Motor,North,Direct,2023-08-05,2024-07-07,0.525,596.23,0,0.0,18.0,3
